,User,Content,Like_Count,Quote_Count,Reply_Count,Date,content_words,words,neg,neu,pos,compound,label
52,3003,@Falkenlurch @GameofTrades_ The world economy is running hot. People are employed. They are loving life. Traveling. Spending. There is nothing right now nor on the immediate horizon which would give a bull pause. We are rockin! Let's go.,1,0,0,2023-03-19,falkenlurch gameoftrades economy running hot people employed loving life traveling spending nothing right immediate horizon would give bull pause rockin lets go,"['falkenlurch', 'gameoftrades', 'economy', 'running', 'hot', 'people', 'employed', 'loving', 'life', 'traveling', 'spending', 'nothing', 'right', 'immediate', 'horizon', 'would', 'give', 'bull', 'pause', 'rockin', 'lets', 'go']",0.0,0.843,0.157,0.5994,positive
53,3258,UBS buys Credit Suisse for $3.2 billion as regulators look to shore up the global banking system  Bankers continue to be the REAL gangsters! A threat to the world economy. https://t.co/mUgX3NgDOs,0,0,0,2023-03-19,ubs buys credit suisse billion regulators look shore global banking system bankers continue real gangsters threat economy,"['ubs', 'buys', 'credit', 'suisse', 'billion', 'regulators', 'look', 'shore', 'global', 'banking', 'system', 'bankers', 'continue', 'real', 'gangsters', 'threat', 'economy']",0.162,0.714,0.124,-0.2023,negative
54,1893,"@HaraldinChina @apmassaro3 The goofball is you. Don't these countries make up about 70-75% of world economy. US, Europe, Japan, Australia and etc. Guess you would be on the wrong side.",0,0,0,2023-03-19,haraldinchina goofball dont countries make economy us europe japan australia etc guess would wrong side,"['haraldinchina', 'goofball', 'dont', 'countries', 'make', 'economy', 'us', 'europe', 'japan', 'australia', 'etc', 'guess', 'would', 'wrong', 'side']",0.181,0.819,0.0,-0.4767,negative
55,1686,"@nycexpatmom They didn't completely crush the world economy last time, so they're back to finish the job and siphon up the remaining money...",1,0,0,2023-03-19,nycexpatmom didnt completely crush economy last time theyre back finish job siphon remaining money,"['nycexpatmom', 'didnt', 'completely', 'crush', 'economy', 'last', 'time', 'theyre', 'back', 'finish', 'job', 'siphon', 'remaining', 'money']",0.0,0.887,0.113,0.1682,positive
56,1784,@xochtitli @IliaOrthodox If that’s all you think that was you’re asleep. Haven’t you listened to Paisios who warns that vaccines and microchips will be the way they implement a one world economy?,0,0,1,2023-03-19,xochtitli iliaorthodox that’s think you’re asleep haven’t listened paisios warns vaccines microchips way implement one economy,"['xochtitli', 'iliaorthodox', 'that’s', 'think', 'you’re', 'asleep', 'haven’t', 'listened', 'paisios', 'warns', 'vaccines', 'microchips', 'way', 'implement', 'one', 'economy']",0.085,0.915,0.0,-0.1027,negative
57,2165,@BTC_Archive It will always be the best alternative #bitcoin It is the best thing that can happen to the world economy,0,0,0,2023-03-19,btcarchive always best alternative bitcoin best thing happen economy,"['btcarchive', 'always', 'best', 'alternative', 'bitcoin', 'best', 'thing', 'happen', 'economy']",0.0,0.455,0.545,0.8555,positive
58,2554,"@bagenzo I brokered a last minute deal to save Credit Suisse so the world economy won't collapse

Sorry, they were out of that cheese you like",1,0,0,2023-03-19,bagenzo brokered last minute deal save credit suisse economy wont collapsesorry cheese like,"['bagenzo', 'brokered', 'last', 'minute', 'deal', 'save', 'credit', 'suisse', 'economy', 'wont', 'collapsesorry', 'cheese', 'like']",0.118,0.558,0.324,0.5705,positive
59,2616,El Salvador's volcano bonds might just be the pin that pops the world economy 📍 🤔 https://t.co/Dspo2YNytR,0,0,2,2023-03-19,el salvadors volcano bonds might pin pops economy 📍 🤔,"['el', 'salvadors', 'volcano', 'bonds', 'might', 'pin', 'pops', 'economy', '📍', '🤔']",0.0,1.0,0.0,0.0,neutral
60,109,"The Wall Street Journal reports that economists found 186 banks, which could be prone to similar risks as Silicon Valley Bank. 

If the world economy goes seriously bad, everything goes bad.",23,1,1,2023-03-19,wall street journal reports economists found banks could prone similar risks silicon valley bank economy goes seriously bad everything goes bad,"['wall', 'street', 'journal', 'reports', 'economists', 'found', 'banks', 'could', 'prone', 'similar', 'risks', 'silicon', 'valley', 'bank', 'economy', 'goes', 'seriously', 'bad', 'everything', 'goes', 'bad']",0.388,0.612,0.0,-0.8689,negative
61,2332,"@MarioNawfal @SpecialSitsNews @SpecialSitsNews if you think a bird app can implode the world economy, banking is utterly fragile",0,0,0,2023-03-19,marionawfal specialsitsnews specialsitsnews think bird app implode economy banking utterly fragile,"['marionawfal', 'specialsitsnews', 'specialsitsnews', 'think', 'bird', 'app', 'implode', 'economy', 'banking', 'utterly', 'fragile']",0.0,1.0,0.0,0.0,neutral
62,1677,".../world economy started to crumble.
Natural gas started to be unavailable or three/four time more expensive, gas at the pump started to be doubled, food supplies stopped in many sectors as Russia is not only a major provider in Gas and Oil but in many other indispensable .../⤵️ https://t.co/cohEFYrILo",1,0,1,2023-03-19,economy started crumblenatural gas started unavailable threefour time expensive gas pump started doubled food supplies stopped sectors russia major provider gas oil indispensable ⤵️,"['economy', 'started', 'crumblenatural', 'gas', 'started', 'unavailable', 'threefour', 'time', 'expensive', 'gas', 'pump', 'started', 'doubled', 'food', 'supplies', 'stopped', 'sectors', 'russia', 'major', 'provider', 'gas', 'oil', 'indispensable', '⤵️']",0.076,0.924,0.0,-0.2263,negative
63,833,The fall of Credit Suisse is to a very large extent a pointer that perhaps the present risk management framework worldwide requires a holistic paradigm of some sort.A new risk management framework is desperately required but the Contagious risk come cripple the world economy !!!,0,0,0,2023-03-19,fall credit suisse large extent pointer perhaps present risk management framework worldwide requires holistic paradigm sorta new risk management framework desperately required contagious risk come cripple economy,"['fall', 'credit', 'suisse', 'large', 'extent', 'pointer', 'perhaps', 'present', 'risk', 'management', 'framework', 'worldwide', 'requires', 'holistic', 'paradigm', 'sorta', 'new', 'risk', 'management', 'framework', 'desperately', 'required', 'contagious', 'risk', 'come', 'cripple', 'economy']",0.324,0.602,0.074,-0.7717,negative
64,1867,@MarshaBlackburn You are gambling with our economy and the world economy for what? Permanent minority rule? You Republicans are all going to pay a huge political price for your partisan governance and Trump worship.,2,1,0,2023-03-19,marshablackburn gambling economy economy permanent minority rule republicans going pay huge political price partisan governance trump worship,"['marshablackburn', 'gambling', 'economy', 'economy', 'permanent', 'minority', 'rule', 'republicans', 'going', 'pay', 'huge', 'political', 'price', 'partisan', 'governance', 'trump', 'worship']",0.07,0.704,0.226,0.4767,positive
65,395,"@WhiteHouse * WOW * 

You took over when Covid was shutting down the world economy and it’s 3 years later 

Who ever thought the economy would’ve comeback 

👏🏻😙",1,0,0,2023-03-19,whitehouse wow took covid shutting economy it’s years later ever thought economy would’ve comeback 👏🏻😙,"['whitehouse', 'wow', 'took', 'covid', 'shutting', 'economy', 'it’s', 'years', 'later', 'ever', 'thought', 'economy', 'would’ve', 'comeback', '👏🏻😙']",0.0,0.787,0.213,0.5859,positive
66,1111,@unusual_whales He has always said this is what will happen. The only organization that can fix this without tanking the world economy is Congress. New ways of thinking is what is needed. Congress has to get to work. Enough finger pointing. This is not fixing anything.,1,0,0,2023-03-19,unusualwhales always said happen organization fix without tanking economy congress new ways thinking needed congress get work enough finger pointing fixing anything,"['unusualwhales', 'always', 'said', 'happen', 'organization', 'fix', 'without', 'tanking', 'economy', 'congress', 'new', 'ways', 'thinking', 'needed', 'congress', 'get', 'work', 'enough', 'finger', 'pointing', 'fixing', 'anything']",0.0,1.0,0.0,0.0,neutral
67,3593,"Corrupt sorcerous tv system messing our homelands.All nations, all people, neighbors.
Same sex marriages, abortion glamore sex, wrong directions. Disrupts the world economy and homelands.
https://t.co/ePn1AdmYvv so they don't fall down. https://t.co/DbMoj06W04",0,0,0,2023-03-19,corrupt sorcerous tv system messing homelandsall nations people neighborssame sex marriages abortion glamore sex wrong directions disrupts economy homelands dont fall,"['corrupt', 'sorcerous', 'tv', 'system', 'messing', 'homelandsall', 'nations', 'people', 'neighborssame', 'sex', 'marriages', 'abortion', 'glamore', 'sex', 'wrong', 'directions', 'disrupts', 'economy', 'homelands', 'dont', 'fall']",0.134,0.866,0.0,-0.4767,negative
68,3505,@PierrePoilievre Yes then there was Covid and the world economy went to hell in a hand basket what are you prepared to do increase it higher talk is cheap!,0,0,0,2023-03-19,pierrepoilievre yes covid economy went hell hand basket prepared increase higher talk cheap,"['pierrepoilievre', 'yes', 'covid', 'economy', 'went', 'hell', 'hand', 'basket', 'prepared', 'increase', 'higher', 'talk', 'cheap']",0.203,0.352,0.445,0.5423,positive
69,3033,"Understanding the importance of self-custody. The importance of the fed and quantitative tightening, the implications on the world/economy is invaluable.

THE BEAR MARKET WAS THE BEST THING TO HAPPEN. I learned so much and feel ready for the bull and the future.",4,0,1,2023-03-19,understanding importance selfcustody importance fed quantitative tightening implications worldeconomy invaluablethe bear market best thing happen learned feel ready bull future,"['understanding', 'importance', 'selfcustody', 'importance', 'fed', 'quantitative', 'tightening', 'implications', 'worldeconomy', 'invaluablethe', 'bear', 'market', 'best', 'thing', 'happen', 'learned', 'feel', 'ready', 'bull', 'future']",0.0,0.578,0.422,0.8934,positive
70,1190,"@BeschlossDC That GOP Admin lied us into an unjust war, committed war crimes destabilized Mid-East and crashed the world economy.

The next GOP Admin pulled the US from the Paris Accord, ruined cred with NATO, murdered ~400K Americans via Covid-19 lying and attempted a anti-democracy coup https://t.co/yvyCo4BTRS",3,0,0,2023-03-19,beschlossdc gop admin lied us unjust war committed war crimes destabilized mideast crashed economythe next gop admin pulled us paris accord ruined cred nato murdered americans via covid lying attempted antidemocracy coup,"['beschlossdc', 'gop', 'admin', 'lied', 'us', 'unjust', 'war', 'committed', 'war', 'crimes', 'destabilized', 'mideast', 'crashed', 'economythe', 'next', 'gop', 'admin', 'pulled', 'us', 'paris', 'accord', 'ruined', 'cred', 'nato', 'murdered', 'americans', 'via', 'covid', 'lying', 'attempted', 'antidemocracy', 'coup']",0.485,0.473,0.041,-0.9735,negative
71,3593,"All nations, all people, neighbors.
Same sex marriages, abortion glamore sex, wrong directions. Disrupts the world economy and homelands.
https://t.co/ePn1AdmYvv so they don't fall down. https://t.co/BAGYuGuZRq",0,0,0,2023-03-19,nations people neighborssame sex marriages abortion glamore sex wrong directions disrupts economy homelands dont fall,"['nations', 'people', 'neighborssame', 'sex', 'marriages', 'abortion', 'glamore', 'sex', 'wrong', 'directions', 'disrupts', 'economy', 'homelands', 'dont', 'fall']",0.181,0.819,0.0,-0.4767,negative
72,914,"Hi @Taimur_Laal Had there been communism in the World, would there be NO recession like we experience in highly Capitalized world economy every decade?

#Communism #Socialism #capitalism",0,0,0,2023-03-19,hi taimurlaal communism would recession like experience highly capitalized economy every decadecommunism socialism capitalism,"['hi', 'taimurlaal', 'communism', 'would', 'recession', 'like', 'experience', 'highly', 'capitalized', 'economy', 'every', 'decadecommunism', 'socialism', 'capitalism']",0.162,0.694,0.145,-0.0772,negative
73,1191,"When financial institutions are failing and being acquired by other institutions for low price, where as losses are being covered by tax payers money. And people are in belief that, the world economy is in good shape and acquiring failed businesses is bullish for market $SPX $SPY",0,0,0,2023-03-19,financial institutions failing acquired institutions low price losses covered tax payers money people belief economy good shape acquiring failed businesses bullish market spx spy,"['financial', 'institutions', 'failing', 'acquired', 'institutions', 'low', 'price', 'losses', 'covered', 'tax', 'payers', 'money', 'people', 'belief', 'economy', 'good', 'shape', 'acquiring', 'failed', 'businesses', 'bullish', 'market', 'spx', 'spy']",0.342,0.571,0.087,-0.8176,negative
